source,country,bias,factual_reporting
appledaily.com,hong kong,right-center,mixed
arcamax.com,usa,right-center,mixed
hpenews.com,usa,right-center,high
argusleader.com,usa,right-center,high
arkansasonline.com,usa,right-center,high
israelnationalnews.com,israel,right-center,mixed
aawsat.com,united kingdom,right-center,mixed
aninews.in,india,right-center,mixed
atchisonglobenow.com,usa,right-center,high
atlanticcouncil.org,usa,right-center,high
atmoreadvance.com,usa,right-center,high
aynrand.org,usa,right-center,mixed
thepostsearchlight.com,usa,right-center,high
bangkokpost.com,thailand,right-center,mixed
baptiststandard.com,usa,right-center,high
barrons.com,usa,right-center,high
guardonline.com,usa,right-center,high
panolian.com,usa,right-center,high
tj.news,canada,right-center,high
beavercreeknewscurrent.com,usa,right-center,high
beinglibertarian.com,usa,right-center,mixed
communitypress.ca,canada,right-center,high
intelligencer.ca,canada,right-center,high
bellinghammetronews.com,usa,right-center,mixed
bemidjipioneer.com,usa,right-center,high
berlingske.dk,denmark,right-center,mixed
bild.de,germany,right-center,mixed
billingsgazette.com,usa,right-center,high
billofrightsinstitute.org,usa,right-center,high
bipartisanpolicy.org,usa,right-center,mixed
biznews.com,south africa,right-center,mixed
blacklocks.ca,canada,right-center,mixed
bnr.nl,netherlands,right-center,mixed
bogalusadailynews.com,usa,right-center,high
boomlive.in,india,right-center,high
bostonherald.com,usa,right-center,high
bgdailynews.com,usa,right-center,high
thecragandcanyon.ca,canada,right-center,high
brainerddispatch.com,usa,right-center,high
brantfordexpositor.ca,canada,right-center,high
breakingdefense.com,usa,right-center,high
thebreakthrough.org,usa,right-center,high
brewtonstandard.com,usa,right-center,high
recorder.ca,canada,right-center,high
bryantimes.com,usa,right-center,high
bt.dk,denmark,right-center,mixed
batimes.com.ar,argentina,right-center,high
thetimesnews.com,usa,right-center,high
businesslive.co.za,south africa,right-center,mixed
business-standard.com,india,right-center,mixed
caclubindia.com,india,right-center,mixed
calgaryherald.com,canada,right-center,high
californiaglobe.com,usa,right-center,mixed
capoliticalreview.com,usa,right-center,mixed
campaignforliberty.org,usa,right-center,mixed
thecjn.ca,canada,right-center,mixed
taxpayer.com,canada,right-center,high
capital.fr,france,right-center,high
capitalismmagazine.com,usa,right-center,mixed
leaderpub.com,usa,right-center,high
cato.org,usa,right-center,high
ccn.com,norway,right-center,high
cepa.org,usa,right-center,high
cftni.org,united states,right-center,mixed
pmg-ky2.com,usa,right-center,high
chathamdailynews.ca,canada,right-center,high
chathamthisweek.com,canada,right-center,high
checkyourfact.com,usa,right-center,high
chicagotribune.com,usa,right-center,high
chinadigitaltimes.net,usa,right-center,mixed
christianitytoday.com,usa,right-center,high
cicero.de,germany,right-center,mixed
claiborneprogress.net,usa,right-center,high
clantonadvertiser.com,usa,right-center,high
clarin.com,argentina,right-center,high
theclarionnews.com,usa,right-center,high
clevelandbanner.com,usa,right-center,high
clintonnewsrecord.com,canada,right-center,high
cloutpolitical.com,usa,right-center,mixed
cochranetimes.com,canada,right-center,high
cochranetimespost.ca,canada,right-center,high
coefficient.org,usa,right-center,mixed
saltwire.com,canada,right-center,high
coldlakesun.com,canada,right-center,high
gazette.com,usa,right-center,high
columbiadailyherald.com,usa,left-center,high
compactmag.com,usa,right-center,mixed
crfb.org,usa,right-center,high
newsexaminer.com,usa,right-center,high
cordeledispatch.com,usa,right-center,high
standard-freeholder.com,canada,right-center,high
madisoncourier.com,usa,right-center,high
counterextremism.com,usa,right-center,high
criticalthreats.org,usa,right-center,mixed
alexcityoutlook.com,usa,right-center,high
dn.se,sweden,right-center,high
heraldpalladium.com,usa,right-center,high
dailyherald.com,usa,right-center,high
dailyunion.com,usa,right-center,high
mininggazette.com,usa,right-center,high
dailypress.com,usa,right-center,high
dailyo.in,india,right-center,mixed
dallasnews.com,usa,right-center,high
amnews.com,usa,right-center,high
dcjournal.com,usa,right-center,mixed
volkskrant.nl,netherlands,right-center,high
decaturdailydemocrat.com,usa,right-center,high
deccanchronicle.com,india,right-center,mixed
defendingdemocracytogether.org,usa,right-center,mixed
crescent-news.com,usa,right-center,high
delgazette.com,usa,right-center,high
delfi.lt,lithuania,right-center,mixed
demopolistimes.com,usa,right-center,high
denvergazette.com,usa,right-center,high
deseret.com,usa,right-center,high
desertsun.com,usa,right-center,high
dl-online.com,usa,right-center,high
detroitnews.com,usa,right-center,high
deutschland.de,germany,right-center,mixed
devondispatch.ca,canada,right-center,high
diepresse.com,austria,right-center,high
welt.de,germany,right-center,high
douglascountysentinel.com,usa,right-center,high
downsizinggovernment.org,usa,right-center,high
draytonvalleywesternreview.com,canada,right-center,high
drudgereport.com,usa,right-center,mixed
delawarevalleyjournal.com,usa,right-center,mixed
registerherald.com,usa,right-center,high
thewetumpkaherald.com,usa,right-center,high
ecuavisa.com,ecuador,right-center,mixed
heraldledger.com,usa,right-center,high
edmontonexaminer.com,canada,right-center,mixed
edmontonjournal.com,canada,right-center,high
edmontonsun.com,canada,right-center,high
educationnext.org,usa,right-center,mixed
eir.news,usa,right-center,mixed
elfinanciero.com.mx,mexico,right-center,mixed
thenewsenterprise.com,usa,right-center,high
elliotlakestandard.ca,canada,right-center,high
elmundo.es,spain,right-center,mixed
eluniverso.com,ecuador,right-center,high
endtimeheadlines.org,usa,right-center,mixed
entrepreneur.com,usa,right-center,high
ekirikas.com,usa,right-center,mixed
eurasiantimes.com,india,right-center,mixed
lakeshoreadvance.com,canada,right-center,high
expressen.se,sweden,right-center,mixed
fabriziolee.com,usa,right-center,mixed
fairborndailyherald.com,usa,right-center,high
fairviewpost.com,canada,right-center,high
faithfamilyamerica.com,usa,right-center,mixed
daily-times.com,usa,right-center,high
longwarjournal.org,usa,right-center,high
financialexpress.com,india,right-center,mixed
financialpost.com,canada,right-center,mixed
firearmsnews.com,usa,right-center,mixed
firstpost.com,india,right-center,mixed
fitchratings.com,usa,right-center,high
fitsnews.com,usa,right,mixed
fpri.org,usa,right-center,high
thedigitalcourier.com,usa,right-center,high
fbherald.com,usa,right-center,high
fortmcmurraytoday.com,canada,right-center,high
fortsaskatchewanrecord.com,canada,right-center,high
star-telegram.com,usa,right-center,high
fortnightlyreview.co.uk,united kingdom,right-center,high
fortune.com,usa,right-center,high
fee.org,usa,right-center,mixed
foxbusiness.com,usa,right-center,mixed
foxillinois.com,usa,right-center,high
state-journal.com,usa,right-center,high
ftimes.com,usa,right-center,high
faz.net,germany,right-center,high
dailyjournal.net,usa,right-center,high
franklinnews.org,usa,right-center,mixed
fraserinstitute.org,canada,right-center,mixed
freedomalliance.org,usa,right-center,high
freedomhouse.org,usa,right-center,high
fcnews.org,usa,right-center,high
mydailytribune.com,usa,right-center,high
galvnews.com,usa,right-center,high
gananoquereporter.com,canada,right-center,high
gisreportsonline.com,liechtenstein,right-center,mixed
geo.tv,pakistan,right-center,mixed
goderichsignalstar.com,canada,right-center,high
godupdates.com,usa,right-center,mixed
newsargus.com,usa,right-center,high
gp.se,sweden,right-center,mixed
grandforksherald.com,usa,right-center,high
grandhaventribune.com,usa,right-center,high
mlive.com,usa,right-center,high
messenger-inquirer.com,usa,right-center,high
greeleytribune.com,usa,right-center,high
greenfieldreporter.com,usa,right-center,high
greenvilleadvocate.com,usa,right-center,high
dailyadvocate.com,usa,right-center,high
greybrucethisweek.ca,canada,right-center,high
griffindailynews.com,usa,right-center,high
guns.com,usa,right-center,high
hammondstar.com,usa,right-center,high
hannaherald.com,canada,right-center,high
thepost.on.ca,canada,right-center,high
times-georgian.com,usa,right-center,high
harlanenterprise.net,usa,right-center,high
theharrispoll.com,usa,right-center,mixed
thesuntimes.com,usa,right-center,high
myheraldreview.com,usa,right-center,high
heraldsun.com.au,australia,right-center,mixed
hln.be,belgium,right-center,mixed
hidesertstar.com,usa,right-center,high
hpenews.com,usa,right-center,high
highrivertimes.com,canada,right-center,high
timesgazette.com,usa,right-center,high
thehindubusinessline.com,india,right-center,mixed
honestreporting.com,usa,right-center,mixed
hoover.org,usa,right-center,high
humanprogress.org,usa,right-center,mixed
h-ponline.com,usa,right-center,high
al.com,usa,right-center,high
i24news.tv,israel,right-center,mixed
icitizen.com,usa,right-center,mixed
idahostatejournal.com,usa,right-center,high
iefimerida.gr,greece,right-center,mixed
ilgiornale.it,italy,right-center,mixed
amuedge.com,usa,right-center,high
india.com,india,right-center,mixed
indiatimes.com,india,right-center,mixed
indiatoday.in,india,right-center,mixed
indiatvnews.com,india,right-center,mixed
inforum.com,usa,right-center,high
insidesources.com,usa,right-center,mixed
theihs.org,usa,right-center,high
interfax.ru,russia,right-center,mixed
ifs.org.uk,united kingdom,right-center,high
understandingwar.org,usa,right-center,mixed
investortimes.com,andorra,right-center,mixed
itv.com,united kingdom,right-center,mixed
jdnews.com,usa,right-center,high
jamestownsun.com,usa,right-center,high
jpost.com,israel,right-center,mixed
jessaminejournal.com,usa,right-center,high
jewishbreakingnews.com,israel,right-center,mixed
jewishjournal.com,usa,right-center,high
jns.org,usa,right-center,mixed
jewishunpacked.com,usa,right-center,high
jonathanturley.org,usa,right-center,mixed
jonesborosun.com,usa,right-center,high
justfacts.com,usa,right-center,mixed
justfactsdaily.com,usa,right-center,mixed
jyllands-posten.dk,denmark,right-center,mixed
foxkansas.com,usa,right-center,high
foxsanantonio.com,usa,right-center,high
wwmt.com,usa,right-center,high
kathimerini.gr,greece,right-center,mixed
khaleejtimes.com,united arab emirates,right-center,mixed
katu.com,usa,right-center,high
katv.com,usa,right-center,high
bakersfieldnow.com,usa,right-center,high
kbsi23.com,usa,right-center,high
fox4beaumont.com,usa,right-center,high
siouxlandnews.com,usa,right-center,high
kcby.com,usa,right-center,high
kdal610.com,usa,right-center,mixed
abcstlouis.com,usa,right-center,high
kdsm17.com,usa,right-center,high
nbcmontana.com,usa,right-center,high
kentuckynewera.com,usa,right-center,high
keprtv.com,usa,right-center,high
kfdm.com,usa,right-center,high
kfoxtv.com,usa,right-center,high
cbs2iowa.com,usa,right-center,high
foxnebraska.com,usa,right-center,high
khqa.com,usa,right-center,high
kimatv.com,usa,right-center,high
kincardinenews.com,canada,right-center,high
kingstonthisweek.com,canada,right-center,high
kinston.com,usa,right-center,high
northernnews.ca,canada,right-center,high
klewtv.com,usa,right-center,high
kmph.com,usa,right-center,high
nbc16.com,usa,right-center,high
knewz.com,usa,right-center,mixed
okcfox.com,usa,right-center,high
komonews.com,usa,right-center,high
koreaherald.com,south korea,right-center,mixed
fox42kptm.com,usa,right-center,high
krcgtv.com,usa,right-center,high
mynews4.com,usa,right-center,high
foxreno.com,usa,right-center,high
fox38corpuschristi.com,usa,right-center,high
news3lv.com,usa,right-center,high
ktul.com,usa,right-center,high
ktvl.com,usa,right-center,high
kutv.com,usa,right-center,high
kval.com,usa,right-center,high
abc7amarillo.com,usa,right-center,high
nebraska.tv,usa,right-center,high
lagrangenews.com,usa,right-center,high
americanpress.com,usa,right-center,high
nacion.com,costa rica,right-center,mixed
lanacion.com.ar,argentina,right-center,high
valleytimes-news.com,usa,right-center,high
lobservateur.com,usa,right-center,high
lpheralddispatch.com,usa,right-center,high
lmtonline.com,usa,right-center,high
reviewjournal.com,usa,right-center,high
learnliberty.org,usa,right-center,high
lebanondemocrat.com,usa,right-center,high
leducrep.com,canada,right-center,high
lefigaro.fr,france,right-center,high
leicestermercury.co.uk,united kingdom,right-center,high
newstopicnews.com,usa,right-center,high
leparisien.fr,france,right-center,high
lepoint.fr,france,right-center,high
the-dispatch.com,usa,right-center,high
lexingtoninstitute.org,usa,right-center,high
libertarianism.org,usa,right-center,high
mycouriertribune.com,usa,right-center,high
listverse.com,united kingdom,right-center,mixed
thecabin.net,usa,right-center,high
lbc.co.uk,united kingdom,right-center,mixed
standard.co.uk,united kingdom,right-center,mixed
lfpress.com,canada,right-center,mixed
dailynews.com,usa,right-center,high
lowndessignal.com,usa,right-center,high
lowyinstitute.org,australia,right-center,high
lubbockonline.com,usa,right-center,high
lucknowsentinel.com,canada,right-center,high
luvernejournal.com,usa,right-center,high
macdonaldlaurier.ca,canada,right-center,mixed
mackinac.org,usa,right-center,mixed
lebanondemocrat.com,usa,right-center,high
the-messenger.com,usa,right-center,high
malaymail.com,malaysia,right-center,mixed
malaysia-today.net,malaysia,right-center,mixed
unionleader.com,usa,right-center,high
manilatimes.net,philippines,right-center,mixed
marginalrevolution.com,usa,right-center,high
chronicle-tribune.com,usa,right-center,high
marketwatch.com,usa,right-center,high
mdjonline.com,usa,right-center,high
tribunecourier.com,usa,right-center,high
frontiersman.com,usa,right-center,high
mayerthorpefreelancer.com,canada,right-center,high
mayfield-messenger.com,usa,right-center,high
meaww.com,india,right-center,mixed
melfortjournal.com,canada,right-center,high
metabunk.org,usa,neutral,high
metropolisplanet.com,usa,right-center,high
miamivalleytoday.com,usa,right-center,high
michigancapitolconfidential.com,usa,right-center,mixed
middlesboronews.com,usa,right-center,high
midnorthmonitor.com,canada,right-center,high
mitchelladvocate.com,canada,right-center,high
mitchellrepublic.com,usa,right-center,high
enquirerjournal.com,usa,right-center,high
montrealgazette.com,canada,right-center,high
moroccoworldnews.com,usa,right-center,mixed
mosaicmagazine.com,usa,right-center,mixed
m24.ru,russia,right-center,mixed
mtdemocrat.com,usa,right-center,high
hometownregister.com,usa,right-center,high
mrbadly.com,usa,right-center,high
mynorthwest.com,usa,right-center,high
nantonnews.com,canada,right-center,high
nationalaffairs.com,usa,right-center,high
nationalinterest.org,usa,right-center,mixed
nationalpost.com,canada,right-center,high
nos.nl,netherlands,right-center,high
nzz.ch,switzerland,right-center,mixed
newbernsj.com,usa,right-center,high
herald-zeitung.com,usa,right-center,mixed
thecouriertimes.com,usa,right-center,high
observer.com,usa,right-center,high
nypost.com,usa,right-center,mixed
news.com.au,australia,right-center,mixed
news-gazette.com,usa,right-center,high
newsroom.co.nz,new zealand,right-center,high
newstalkzb.co.nz,new zealand,right-center,high
newsweek.com,usa,right-center,mixed
nhjournal.com,usa,right-center,mixed
nhk.or.jp,japan,right-center,high
nikkei.com,japan,right-center,high
nine.com.au,australia,right-center,high
norfolkandtillsonburgnews.com,canada,right-center,high
nugget.ca,canada,right-center,high
nwaonline.com,usa,right-center,high
northwestsignal.net,usa,right-center,high
nowentertainment.net,usa,right-center,high
nyteknik.se,sweden,right-center,mixed
n-tv.de,germany,right-center,mixed
observador.pt,portugal,right-center,high
canada.com,canada,right-center,mixed
oaoa.com,usa,right-center,high
oilprice.com,united kingdom,right-center,mixed
omaha.com,usa,right-center,high
opendoorsus.org,usa,right-center,mixed
opposingviews.com,usa,right-center,mixed
ocregister.com,usa,right-center,high
osvnews.com,usa,right-center,mixed
ottawacitizen.com,canada,right-center,high
ottawasun.com,canada,right-center,high
ourfiniteworld.com,usa,right-center,mixed
messenger-inquirer.com,usa,right-center,high
owensoundsuntimes.com,canada,right-center,high
pacificresearch.org,usa,right-center,mixed
paducahsun.com,usa,right-center,high
pagesix.com,usa,right-center,mixed
palladiummag.com,usa,right-center,mixed
paragoulddailypress.com,usa,right-center,high
parisstaronline.com,canada,right-center,high
newsandsentinel.com,usa,right-center,high
parkrapidsenterprise.com,usa,right-center,high
peacecountrysun.com,canada,right-center,high
prrecordgazette.com,canada,right-center,high
shelbycountyreporter.com,usa,right-center,high
pembrokeobserver.com,canada,right-center,high
perutribune.com,usa,right-center,high
pinchercreekecho.com,canada,right-center,high
post-gazette.com,usa,right-center,high
triblive.com,usa,right-center,high
mydailyregister.com,usa,right-center,high
policyed.org,usa,right-center,high
mydailysentinel.com,usa,right-center,high
portsmouth-dailytimes.com,usa,right-center,high
postbulletin.com,usa,right-center,high
prime9ja.com.ng,nigeria,neutral,mixed
princegeorgepost.com,canada,right-center,high
pdclarion.com,usa,right-center,high
the-messenger.com,usa,right-center,high
ppic.org,usa,right-center,high
publicsquaremag.org,usa,right-center,mixed
punjabitribuneonline.com,india,right-center,mixed
rstreet.org,usa,right-center,high
rasmussenreports.com,usa,right-center,mixed
react19.org,usa,right-center,mixed
realcleardefense.com,usa,right-center,mixed
realclearinvestigations.com,usa,right-center,mixed
realclearmarkets.com,usa,right-center,mixed
realclearpolicy.com,usa,right-center,mixed
realclearpolitics.com,usa,right-center,mixed
realclearreligion.org,usa,right-center,mixed
reason.com,usa,right-center,high
valleynewslive.com,usa,neutral,high
leaderpost.com,canada,right-center,high
rvat.org,usa,right-center,mixed
republicworld.com,india,right-center,mixed
richmond.com,usa,right-center,high
rrdailyherald.com,usa,right-center,high
rochsent.com,usa,right-center,high
rtlnieuws.nl,netherlands,right-center,high
rbth.com,russia,right-center,mixed
couriernews.com,usa,right-center,high
franklinfavorite.com,usa,right-center,high
srnnews.com,usa,right-center,mixed
sbsun.com,usa,right-center,high
sanfordherald.com,usa,right-center,high
theobserver.ca,canada,right-center,high
sarniathisweek.com,canada,right-center,high
thestarphoenix.com,canada,right-center,high
saultstar.com,canada,right-center,high
saultthisweek.com,canada,right-center,high
savannahnow.com,usa,right-center,high
scoperatings.com,germany,right-center,mixed
seaforthhuronexpositor.com,canada,right-center,high
thedailycitizen.com,usa,right-center,high
seekingalpha.com,israel,right-center,high
selmatimesjournal.com,usa,right-center,high
themountainpress.com,usa,right-center,high
shelbynews.com,usa,right-center,high
sherwoodparknews.com,canada,right-center,high
shorelinebeacon.com,canada,right-center,high
simcoereformer.ca,canada,right-center,high
sofrep.com,usa (45/180 press freedom),right-center,mixed
sapo.pt,portugal,right-center,high
southwestdailynews.com,usa,right-center,high
sprucegroveexaminer.com,canada,right-center,high
twincities.com,usa,right-center,high
stthomastimesjournal.com,canada,right-center,high
theinteriorjournal.com,usa,right-center,high
stonyplainreporter.com,canada,right-center,high
standtogether.org,usa,right-center,mixed
stratfordbeaconherald.com,canada,right-center,high
strathroyagedispatch.com,canada,right-center,high
studentsforliberty.org,usa,right-center,high
thesudburystar.com,canada,right-center,high
tabletmag.com,usa,right-center,mixed
tallasseetribune.com,usa,right-center,high
taxfoundation.org,usa,right-center,high
tharawat-magazine.com,united arab emirates,right-center,high
algemeiner.com,usa,right-center,high
theamericanconservative.com,usa,right-center,mixed
theaustralian.com.au,australia,right-center,mixed
al.com,usa,right-center,high
thebrunswicknews.com,usa,right-center,high
thebulwark.com,usa,right-center,high
chattanoogan.com,usa,right-center,mixed
chosun.com,south korea,right-center,mixed
citizen.co.za,south africa,right-center,high
couriermail.com.au,australia,right-center,high
thedickinsonpress.com,usa,right-center,high
thedispatch.com,usa,right-center,high
durangoherald.com,usa,right-center,high
elkharttruth.com,usa,right-center,high
thefiscaltimes.com,usa,right-center,high
thefp.com,usa,right-center,high
thegazette.com,usa,right-center,high
theglobeandmail.com,canada,right-center,high
thegraphicleader.com,canada,right-center,high
greattask.com,usa,right-center,mixed
thehub.ca,canada,right-center,high
independent.org,usa,right-center,mixed
yomiuri.co.jp,japan,right-center,high
jpost.com,israel,right-center,high
jewishpress.com,usa,right-center,high
thelibertarianrepublic.com,usa,right-center,mixed
thelondoner.ca,canada,right-center,high
nation.com.pk,pakistan,right-center,mixed
thenewatlantis.com,usa,right-center,high
newcriterion.com,usa,right-center,mixed
thenews.com.pk,pakistan,right-center,mixed
theobjectivestandard.com,usa,right-center,high
oklahoman.com,usa,right-center,high
pantagraph.com,usa,right-center,high
post-journal.com,usa,right-center,high
pe.com,usa,right-center,high
theprint.in,india,right-center,mixed
theprovince.com,canada,right-center,high
tribtown.com,usa,right-center,high
spectator.co.uk,united kingdom,right-center,mixed
spectator.us,united kingdom,right-center,mixed
spectatorworld.com,united kingdom,right-center,mixed
standardmedia.co.ke,kenya,right-center,mixed
straitstimes.com,singapore,right-center,mixed
thestreet.com,usa,right-center,high
theitem.com,usa,right-center,high
riotimesonline.com,usa,right-center,mixed
thetimesherald.com,usa,right-center,high
indiatimes.com,india,right-center,mixed
thetimes.com,united kingdom,right-center,high
tribuneindia.com,india,right-center,mixed
washingtoninstitute.org,usa,right-center,mixed
thewest.com.au,australia,right-center,high
winchesterstar.com,usa,right-center,high
yomiuri.co.jp,japan,right-center,high
thisdaylive.com,nigeria,right-center,mixed
thisismoney.co.uk,united kingdom,right-center,mixed
times-georgian.com,usa,right-center,high
tnonline.com,usa,right-center,high
timeslive.co.za,south africa,right-center,mixed
times.co.zm,zambia,right-center,mixed
timminspress.com,canada,right-center,high
timminstimes.com,canada,right-center,high
tmz.com,usa,right-center,mixed
thenationaldesk.com,usa,right-center,high
todayonline.com,singapore,right-center,mixed
toledoblade.com,usa,right-center,high
tovima.gr,greece,right-center,mixed
thetrafalgargroup.org,usa,right-center,mixed
transparentcalifornia.com,usa,right-center,mixed
trentonian.ca,canada,right-center,high
tribunnews.com,indonesia,right-center,mixed
troymessenger.com,usa,right-center,high
trtafrika.com,turkey,right-center,mixed
tulsaworld.com,usa,right-center,high
tylerpaper.com,usa,right-center,high
ukrinform.net,ukraine,right-center,mixed
uncommongroundmedia.com,united kingdom,right-center,mixed
unherd.com,united states,right-center,mixed
upward.news,usa,right-center,mixed
valuewalk.com,usa,right-center,mixed
thecabin.net,usa,right-center,high
vancouversun.com,canada,right-center,high
vaticannews.va,italy (vatican city),right-center,high
vermilionstandard.com,canada,right-center,high
villages-news.com,usa,right-center,high
suncommercial.com,usa,right-center,high
vulcanadvocate.com,canada,right-center,high
wabashplaindealer.com,usa,right-center,high
wach.com,usa,right-center,high
wallaceburgcourierpress.com,canada,right-center,high
wsj.com,usa,right-center,mixed
warricknews.com,usa,right-center,high
recordherald.com,usa,right-center,high
washingtonexaminer.com,usa,right-center,mixed
thecentersquare.com,usa,right-center,mixed
rep-am.com,usa,right-center,high
foxbaltimore.com,usa,right-center,high
abc3340.com,usa,right-center,high
wchstv.com,usa,right-center,high
abcnews4.com,usa,right-center,high
wcti12.com,usa,right-center,high
wcyb.com,usa,right-center,high
foxlexington.com,usa,right-center,high
weartv.com,usa,right-center,high
wctrib.com,usa,right-center,high
thechronicle-online.com,canada,right-center,high
wetaskiwintimes.com,canada,right-center,high
nbc25news.com,usa,right-center,high
wfxl.com,usa,right-center,high
wgme.com,usa,right-center,high
upnorthlive.com,usa,right-center,high
wgxa.tv,usa,right-center,high
13wham.com,usa,right-center,high
whitecourtstar.com,canada,right-center,high
local21news.com,usa,right-center,high
wiartonecho.com,canada,right-center,high
newschannel20.com,usa,right-center,high
journalpatriot.com,usa,right-center,high
sungazette.com,usa,right-center,high
news-herald.com,usa,right-center,high
wnewsj.com,usa,right-center,high
winchestersun.com,usa,right-center,high
windsorstar.com,canada,right-center,high
winnipegsun.com,canada,right-center,high
wjactv.com,usa,right-center,high
turnto10.com,usa,right-center,high
wjbc.com,usa,right-center,high
wjla.com,usa,right-center,high
wjr.com,usa,right-center,high
dayton247now.com,usa,right-center,high
local12.com,usa,right-center,high
wlos.com,usa,right-center,high
fox11online.com,usa,right-center,high
wmbdradio.com,usa,right-center,mixed
mycbs4.com,usa,right-center,high
nbc24.com,usa,right-center,high
news4sanantonio.com,usa,right-center,high
fox56.com,usa,right-center,high
woodstocksentinelreview.com,canada,right-center,high
dglobe.com,usa,right-center,high
wpde.com,usa,right-center,high
cbs12.com,usa,right-center,high
fox23maine.com,usa,right-center,high
wpgh53.com,usa,right-center,high
mynbc15.com,usa,right-center,high
997wpro.com,usa,right-center,mixed
wpsdlocal6.com,usa,right-center,high
dayton247now.com,usa,right-center,high
foxrichmond.com,usa,right-center,high
newstalkwsba.com,usa,right-center,mixed
wsbt.com,usa,right-center,high
wset.com,usa,right-center,high
cnycentral.com,usa,right-center,high
fox28media.com,usa,right-center,high
wtov9.com,usa,right-center,high
myfox28columbus.com,usa,right-center,high
newschannel9.com,usa,right-center,high
foxchattanooga.com,usa,right-center,high
wtwc40.com,usa,right-center,high
foxrochester.com,usa,right-center,high
wutv29.com,usa,right-center,high
wvah.com,usa,right-center,high
wcyb.com,usa,right-center,high
fox17.com,usa,right-center,high
xeniagazette.com,usa,right-center,high
yankeeinstitute.org,usa,right-center,high
theyeshivaworld.com,united states,right-center,high
yna.co.kr,south korea,right-center,mixed
theyucatantimes.com,mexico,right-center,mixed
zebrafactcheck.com,usa,right-center,high
1792exchange.com,usa,right,mixed
1819news.com,usa,right,mixed
abort73.com,usa,right,mixed
academia.org,usa,right,mixed
aim.org,usa,right,mixed
acton.org,usa,right,mixed
aipac.org,usa,right,mixed
aish.com,usa,right,mixed
albertapressleader.ca,canada,right,mixed
allisrael.com,israel,right,mixed
altnewsmedia.net,united kingdom (33/180 press freedom),right,mixed
amac.us,usa,right,mixed
a1apac.org,usa,right,mixed
americainsider.org,usa,right,mixed
theamericapac.org,usa,right,mixed
americarisingpac.org,usa,right,mixed
americanallianceforequalrights.org,usa,right,mixed
aclj.org,usa,right,mixed
conservative.org,usa,right,mixed
aei.org,usa,right,mixed
atr.org,usa,right,mixed
afpc.org,usa,right,mixed
amgreatness.com,usa,right,mixed
americanjournaldaily.com,usa,right,mixed
alec.org,usa,right,mixed
spectator.org,usa,right,mixed
americanwirenews.com,usa,right,mixed
amimagazine.org,usa,right,mixed
ammoland.com,usa,right,mixed
aa.com.tr,turkey,right,mixed
1290wlby.com,usa,right,mixed
arizonadailyindependent.com,usa,right,mixed
armstrongeconomics.com,usa,right,mixed
asian-dawn.com,usa,right,mixed
asianews.it,italy,right,mixed
aina.org,usa,right,mixed
aynrandcentre.co.uk,united kingdom,right,mixed
badgerinstitute.org,usa,right,mixed
bearingarms.com,usa,right,mixed
beliefnet.com,usa,right,mixed
talk995.com,usa,right,mixed
bizpacreview.com,usa,right,mixed
blabber.buzz,usa,right,mixed
blackcommunitynews.com,united states,right,mixed
policetribune.com,usa,right,mixed
boundingintocomics.com,usa,right,mixed
brownstone.org,usa,right,mixed
c2cjournal.ca,canada,right,mixed
calgarysun.com,canada,right-center,mixed
camera.org,usa,right,mixed
campaignlifecoalition.com,canada,right,mixed
campusreform.org,usa,right,mixed
capitalresearch.org,usa,right,mixed
capx.co,united kingdom,right,mixed
catholicworldreport.com,united states,right,mixed
censortrack.org,usa,right,mixed
freedomandprosperity.org,usa,right,mixed
peacecomms.org,usa,right,mixed
americarenewing.com,usa,right,mixed
unionfacts.com,usa,right,mixed
americanexperiment.org,usa,right,mixed
chicksonright.com,usa,right,mixed
cc.org,usa,right,mixed
christianheadlines.com,usa,right,mixed
christiannewsalerts.com,usa,right,mixed
christianpost.com,usa,right,mixed
christiantoday.com,united kingdom,right,mixed
chroniclesmagazine.org,usa,right,mixed
citizenfreepress.com,usa,right,mixed
cagw.org,usa,right,mixed
citizensunited.org,usa,right,mixed
city-journal.org,usa,right,mixed
nccivitas.org,usa,right,mixed
claremont.org,usa,right,mixed
commentary.org,usa,right,mixed
concealednation.org,usa,right,high
conservativebrief.com,usa,right,mixed
conservativehome.com,united kingdom,right-center,high
conservativehq.org,usa,right,mixed
conservativeinstitute.org,usa,right,mixed
cpi.org,usa,right,mixed
conservativereview.com,usa,right,mixed
crimeresearch.org,usa,right,mixed
crisismagazine.com,usa,right,mixed
cumulusmedia.com,usa,right,mixed
dailycaller.com,usa,right,mixed
express.co.uk,united kingdom,right,mixed
dailyreckoning.com,usa (44/180 press freedom),right,mixed
dailysignal.com,usa,right,mixed
telegraph.co.uk,united kingdom,right,mixed
dallasexpress.com,usa,right,mixed
dcenquirer.com,usa,right,mixed
dailytorch.com,usa,right,high
deidetected.com,brazil,right,mixed
telegraaf.nl,netherlands,right,mixed
disrn.com,usa,right,mixed
teamdml.com,usa,right,mixed
dollarcollapse.com,usa,right,mixed
donaldjtrump.com,usa,right,low
dorchesterreview.ca,canada,right,mixed
epnewsleader.com,usa,right,mixed
economicpolicyjournal.com,usa,right,high
egypttoday.com,egypt,right,mixed
energycitizens.org,usa,right,mixed
eppc.org,usa,right,mixed
erlc.com,usa,right,mixed
explainamerica.com,usa,right,mixed
factsandlogic.org,usa,right,mixed
ffcoalition.com,usa,right,mixed
